Age,Ethnicity,Gender,Income,District,Region,Insurance Coverage,Insurance Coverage Amount,Sports,Height,Weight,Pricepoint
66,Chinese,Male,48302.0,Yuen Long,New Territories,yes,135.0,Basketball,177,73.31138654433855,
32,Chinese,Male,34212.0,Sham Shui Po,Kowloon,no,0.0,Dragon Boat,182,92.69931624974666,
60,Chinese,Male,45483.0,Wan Chai,Hong Kong Island,yes,507.5777480373114,Swimming,170,77.91461264941577,2219.746947855019
57,Chinese,Male,42611.0,Islands,New Territories,no,0.0,Tennis,173,71.24573413588107,
51,Whites,Female,28225.0,Kwun Tong,Kowloon,yes,195.0,Basketball,180,88.41431324015046,
55,Whites,Male,49436.0,Eastern,Hong Kong Island,no,0.0,Gymnastics,193,89.81602370013825,2000.2390881493943
52,Chinese,Male,41236.0,Central and Western,Hong Kong Island,no,0.0,Jogging,164,83.77092303235852,1581.378393585997
56,Chinese,Female,47398.0,Wan Chai,Hong Kong Island,yes,300.0,Football,149,72.10169339308106,344.13572516216453
69,Chinese,Male,39570.0,Sham Shui Po,Kowloon,yes,489.29838531551337,Tennis,174,74.19128398899109,
56,Whites,Female,41923.0,Sai Kung,New Territories,no,0.0,Swimming,146,71.5597228299929,
21,Chinese,Female,23643.0,Islands,New Territories,no,0.0,Cycling,181,86.40474095970995,
40,Chinese,Female,73077.0,Southern,Hong Kong Island,yes,300.0,Jogging,196,82.10806028339184,833.0662281249568
57,Chinese,Female,31759.0,Tai Po,New Territories,yes,135.0,Gymnastics,157,78.70869751447619,
24,Filipinos,Female,28545.0,Yuen Long,New Territories,yes,188.85834923077599,Cycling,198,93.94272282421798,
50,Chinese,Female,23666.0,Eastern,Hong Kong Island,yes,300.0,Rugby,152,66.06645168648004,585.5765580966699
53,South Asians,Female,33101.0,Tsuen Wan,New Territories,yes,250.86646860063288,Football,188,71.39284032658581,
20,Chinese,Male,73027.0,Tuen Mun,New Territories,yes,285.1916753536912,Basketball,180,93.56907025669226,
70,Chinese,Female,45934.0,Tuen Mun,New Territories,yes,135.0,Badminton,159,75.42001953273524,
33,Whites,Male,46093.0,Kowloon City,Kowloon,yes,195.0,Dragon Boat,175,74.78536352666251,
44,Whites,Male,39241.0,Kowloon City,Kowloon,yes,307.39533279655205,Swimming,141,71.28615451641815,
66,Chinese,Male,25746.0,Tai Po,New Territories,no,0.0,Martial Arts,170,79.62875782397482,
47,Chinese,Male,61531.0,Yuen Long,New Territories,no,0.0,Dragon Boat,188,103.44819144609076,
67,Chinese,Female,52014.0,Kwun Tong,Kowloon,no,0.0,Cycling,189,93.75921537603946,
40,Chinese,Female,29143.0,Islands,New Territories,yes,195.24710085740966,Swimming,160,76.83001202122357,
43,Chinese,Female,48567.0,Eastern,Hong Kong Island,yes,363.3598205985342,Fencing,165,90.81704974831388,1920.9066910967501
53,Chinese,Female,26001.0,Southern,Hong Kong Island,no,0.0,Basketball,189,71.70723994754269,724.3940432472003
28,Whites,Female,51928.0,Sai Kung,New Territories,yes,256.22191188627374,Fencing,162,73.6935211368851,
62,South Asians,Female,64750.0,Sham Shui Po,Kowloon,yes,195.0,Rugby,181,72.3249122197726,
60,Chinese,Female,43850.0,Wan Chai,Hong Kong Island,no,0.0,Martial Arts,172,68.99562137074389,227.8570329197272
50,Filipinos,Male,32458.0,Islands,New Territories,yes,405.6132005749827,Dragon Boat,140,64.88902148430427,
51,Chinese,Male,27637.0,Kwun Tong,Kowloon,no,0.0,Fencing,144,81.71428861115272,
18,Whites,Male,20509.0,Southern,Hong Kong Island,no,0.0,Cycling,158,86.90504420663325,1097.89520947644
34,Chinese,Female,31884.0,Islands,New Territories,yes,160.03520948188086,Martial Arts,168,83.06907730854007,
34,Chinese,Male,29882.0,Southern,Hong Kong Island,yes,300.0,Tennis,157,77.22670044373598,1023.1710652356762
59,Other,Female,20979.0,Kowloon City,Kowloon,yes,402.9534225585823,Badminton,171,79.39938788923361,
31,Chinese,Female,26411.0,Sham Shui Po,Kowloon,yes,195.0,Rugby,185,88.5592062140708,
49,Chinese,Male,66018.0,Southern,Hong Kong Island,no,0.0,Football,151,91.84298636488127,1237.2405024607992
20,Whites,Male,20068.0,Tsuen Wan,New Territories,no,0.0,Gymnastics,157,68.06954528537315,
64,Chinese,Female,41464.0,Yau Tsim Mong,Kowloon,yes,292.51588146630405,Martial Arts,178,93.38159460768733,
58,Chinese,Female,47863.0,Central and Western,Hong Kong Island,yes,395.85270347942424,Rugby,185,68.39394450772332,1250.7495310121944
60,Chinese,Female,33527.0,Tai Po,New Territories,yes,135.0,Martial Arts,198,97.74978703470714,
37,Whites,Male,47025.0,Islands,New Territories,no,0.0,Fencing,141,65.22349061437073,
67,Filipinos,Male,35398.0,Sham Shui Po,Kowloon,no,0.0,Football,161,84.21683317453905,
51,Chinese,Female,40335.0,Yuen Long,New Territories,no,0.0,Badminton,180,73.29361794100939,
53,Whites,Male,28175.0,Eastern,Hong Kong Island,yes,622.3747131581947,Rugby,149,67.579193601763,1687.5212300942526
62,Whites,Female,40908.0,Wong Tai Sin,Kowloon,yes,474.65762914284704,Fencing,191,86.52254356639861,
46,Whites,Male,38588.0,Tsuen Wan,New Territories,no,0.0,Swimming,183,84.00918907237562,
27,Chinese,Female,73989.0,Sham Shui Po,Kowloon,yes,354.6645788357819,Martial Arts,145,85.0724510186121,
46,Chinese,Female,34478.0,Tsuen Wan,New Territories,no,0.0,Martial Arts,195,79.84154537478588,
65,Chinese,Male,35281.0,Islands,New Territories,no,0.0,Rugby,163,71.67449629817253,
53,Chinese,Female,49085.0,Wan Chai,Hong Kong Island,yes,300.0,Tennis,200,81.07340653618112,1108.1763563793297
23,Chinese,Female,51579.0,Southern,Hong Kong Island,yes,300.0,Gymnastics,158,67.88049680114916,1424.530916624497
26,Chinese,Female,42212.0,Sham Shui Po,Kowloon,yes,195.0,Cycling,147,65.22954345604447,
35,Other,Female,56616.0,Islands,New Territories,yes,159.00282700040322,Rugby,192,78.04631423911133,
68,Chinese,Male,77500.0,Sham Shui Po,Kowloon,no,0.0,Tennis,194,79.27801139347017,
54,Chinese,Male,52517.0,Kwun Tong,Kowloon,yes,241.4861620108845,Cycling,146,68.5916493384249,
35,Chinese,Male,21767.0,Kwun Tong,Kowloon,no,0.0,Basketball,161,74.21360676585877,
37,Chinese,Female,23423.0,Islands,New Territories,yes,163.43760231366494,Basketball,165,69.24891102334328,
24,Chinese,Female,51179.0,Kowloon City,Kowloon,no,0.0,Cycling,168,73.71149828347947,
44,Whites,Female,26973.0,Central and Western,Hong Kong Island,no,0.0,Tennis,143,86.55451183704545,1271.064058879767
65,Chinese,Male,20743.0,Islands,New Territories,yes,135.0,Gymnastics,162,79.77327461212842,
44,Chinese,Male,45952.0,Sha Tin,New Territories,no,0.0,Tennis,173,71.2442196929689,
24,Whites,Male,48429.0,Islands,New Territories,yes,187.90085911419513,Gymnastics,144,74.37425312690979,
52,Chinese,Female,20602.0,Southern,Hong Kong Island,yes,951.5141173347339,Badminton,159,85.93232305630549,4432.6685189444115
30,Chinese,Male,50164.0,Sham Shui Po,Kowloon,yes,322.47136344997307,Cycling,178,87.71535797387048,
59,Chinese,Female,36146.0,Eastern,Hong Kong Island,yes,363.0834466188318,Cycling,192,91.27835995858426,1594.5424736692373
59,Chinese,Female,37124.0,Tsuen Wan,New Territories,no,0.0,Badminton,151,81.95873153643339,
56,Whites,Female,40807.0,Sham Shui Po,Kowloon,yes,270.36290646735483,Tennis,154,78.87592961830335,
37,Chinese,Female,35343.0,Sai Kung,New Territories,no,0.0,Fencing,178,79.79058630178059,
32,Chinese,Female,35235.0,Kwun Tong,Kowloon,yes,195.0,Martial Arts,176,79.14279287892111,
50,South Asians,Male,33950.0,Sha Tin,New Territories,yes,226.75778196916306,Cycling,148,88.0081906887255,
24,Filipinos,Female,31833.0,Yuen Long,New Territories,yes,135.0,Dragon Boat,187,101.3987628636448,
50,Chinese,Female,20378.0,Sai Kung,New Territories,no,0.0,Cycling,167,85.62630496878555,
53,Chinese,Female,37786.0,Southern,Hong Kong Island,no,0.0,Gymnastics,141,74.6876900284864,945.0429470244487
56,Filipinos,Male,32748.0,Sai Kung,New Territories,no,0.0,Gymnastics,173,72.40664725518856,
53,Chinese,Male,26922.0,Yuen Long,New Territories,yes,179.5354066655648,Cycling,147,71.37983919479481,
50,Chinese,Female,52022.0,Wan Chai,Hong Kong Island,no,0.0,Swimming,151,88.92615991733652,922.4471849929063
61,Filipinos,Female,33010.0,Central and Western,Hong Kong Island,no,0.0,Football,166,93.41406181859566,1649.966682507892
68,Chinese,Female,23719.0,Wan Chai,Hong Kong Island,yes,373.57941726821855,Jogging,175,94.42409955013534,830.8313645184718
51,Chinese,Male,22514.0,North,New Territories,yes,191.49670837822381,Jogging,150,72.40511573275529,
22,Chinese,Male,38875.0,Wan Chai,Hong Kong Island,no,0.0,Gymnastics,198,83.85468975776337,635.6287892965535
57,Chinese,Male,46142.0,North,New Territories,no,0.0,Jogging,142,70.7080930402053,
67,Chinese,Male,50768.0,Kwun Tong,Kowloon,yes,254.85414869937463,Jogging,182,79.02126763907582,
65,Chinese,Female,34722.0,Islands,New Territories,no,0.0,Basketball,146,72.36400492974721,
34,Chinese,Female,29454.0,Yuen Long,New Territories,no,0.0,Jogging,145,81.49611149455586,
45,Chinese,Female,39455.0,Sham Shui Po,Kowloon,yes,667.3663055559903,Martial Arts,164,69.0649554261195,
38,Chinese,Male,21198.0,Central and Western,Hong Kong Island,yes,583.2552209068607,Gymnastics,171,86.31530848331187,1529.2234934304265
51,Chinese,Male,52780.0,Eastern,Hong Kong Island,yes,554.6959206840754,Martial Arts,189,91.05437329188018,1591.2497148665793
20,Chinese,Male,23586.0,Wong Tai Sin,Kowloon,yes,195.0,Martial Arts,143,89.43843682535567,
42,South Asians,Male,51825.0,Sai Kung,New Territories,no,0.0,Jogging,194,83.0741417416711,
58,Chinese,Male,76639.0,Yau Tsim Mong,Kowloon,yes,243.69476653543737,Dragon Boat,192,70.75718841651538,
25,Chinese,Male,28685.0,Tuen Mun,New Territories,yes,440.1786391872708,Swimming,144,69.8179434958592,
42,Chinese,Female,32571.0,Yuen Long,New Territories,yes,245.30476580929033,Fencing,176,79.32002312925863,
47,Chinese,Female,27183.0,Wan Chai,Hong Kong Island,no,0.0,Dragon Boat,173,75.61068413310161,1756.8973228636664
37,Chinese,Female,25868.0,Tuen Mun,New Territories,no,0.0,Badminton,199,75.59052579021251,
60,South Asians,Male,67631.0,Central and Western,Hong Kong Island,no,0.0,Martial Arts,168,77.93761549926066,937.3511621644648
25,Other,Male,25516.0,Sham Shui Po,Kowloon,no,0.0,Football,195,86.01123050464196,
42,Whites,Male,54407.0,Sham Shui Po,Kowloon,yes,195.0,Tennis,199,85.10907167257065,
41,Chinese,Female,33025.0,Kowloon City,Kowloon,yes,195.0,Swimming,142,66.84232959018598,
47,Chinese,Male,48275.0,Kwun Tong,Kowloon,yes,195.0,Jogging,162,65.66552427685687,
38,Chinese,Female,50556.0,Central and Western,Hong Kong Island,yes,1566.0749622589774,Dragon Boat,179,73.6691225539835,4974.773053547814
55,Other,Female,58907.0,Southern,Hong Kong Island,no,0.0,Dragon Boat,184,86.85663506825131,627.7393956483546
54,Chinese,Female,44153.0,Southern,Hong Kong Island,no,0.0,Martial Arts,141,81.0154312225078,2217.9140465819023
47,Chinese,Male,59489.0,Southern,Hong Kong Island,yes,300.0,Dragon Boat,188,73.04823053579264,1770.7360378289422
19,Chinese,Male,52103.0,Kwai Tsing,New Territories,yes,135.0,Badminton,192,84.17093840503338,
38,Chinese,Female,31382.0,Tsuen Wan,New Territories,yes,135.0,Dragon Boat,178,63.190534872639844,
67,Chinese,Female,32107.0,Wan Chai,Hong Kong Island,yes,398.59607029601347,Rugby,181,66.86510607781828,767.6743269633796
58,Chinese,Male,35805.0,Wan Chai,Hong Kong Island,no,0.0,Basketball,175,77.80696642327993,1308.170202480026
21,Chinese,Female,23204.0,Southern,Hong Kong Island,yes,300.0,Cycling,170,90.2453612769662,938.8020186140621
43,Chinese,Female,41339.0,Kwai Tsing,New Territories,no,0.0,Cycling,176,75.36026423523018,
24,Chinese,Male,33703.0,Tuen Mun,New Territories,yes,135.0,Rugby,184,86.13473145289693,
53,Chinese,Male,27774.0,Tuen Mun,New Territories,yes,188.66886151783564,Dragon Boat,152,74.34189327464273,
70,Chinese,Male,31066.0,Kwun Tong,Kowloon,yes,195.0,Football,143,84.41900362851806,
58,Chinese,Female,50195.0,Yau Tsim Mong,Kowloon,no,0.0,Martial Arts,149,78.11371154989443,
30,Chinese,Female,23728.0,Tsuen Wan,New Territories,yes,185.89747436186443,Cycling,185,77.43441063575133,
19,Chinese,Male,48871.0,Eastern,Hong Kong Island,yes,367.4976513896619,Basketball,175,76.07292833871392,1166.8426633183053
51,Other,Male,35547.0,Tuen Mun,New Territories,yes,174.9165396243504,Martial Arts,178,85.0690633683991,
59,Chinese,Male,26184.0,Kwun Tong,Kowloon,yes,195.0,Jogging,165,74.7962211661927,
33,Chinese,Male,71820.0,North,New Territories,no,0.0,Swimming,148,71.57342076033922,
27,Chinese,Male,34322.0,North,New Territories,no,0.0,Dragon Boat,181,84.29497820209461,
29,Chinese,Female,36216.0,North,New Territories,yes,135.0,Dragon Boat,141,80.78669655765236,
60,Chinese,Male,24853.0,Sai Kung,New Territories,no,0.0,Jogging,186,73.88150454567727,
70,Chinese,Female,42108.0,Sha Tin,New Territories,yes,178.0647144156216,Badminton,144,63.58032449459024,
58,Filipinos,Male,21759.0,Sha Tin,New Territories,no,0.0,Martial Arts,162,80.24277372787938,
57,Whites,Female,51898.0,Kwai Tsing,New Territories,no,0.0,Gymnastics,147,66.56626262238535,
56,Chinese,Male,23504.0,Sai Kung,New Territories,yes,166.12130326872304,Tennis,179,73.24326493493292,
39,Chinese,Female,49647.0,Yuen Long,New Territories,yes,168.35962809679916,Martial Arts,196,85.27954268601823,
56,Chinese,Female,46729.0,Tai Po,New Territories,no,0.0,Tennis,158,79.95496331355518,
47,Chinese,Male,29727.0,Central and Western,Hong Kong Island,yes,300.0,Football,148,71.89756704830197,997.6075920589492
27,Chinese,Male,48603.0,Kowloon City,Kowloon,no,0.0,Gymnastics,181,75.87806273800285,
51,Other,Male,28963.0,Wong Tai Sin,Kowloon,no,0.0,Tennis,141,60.64958691932282,
33,Whites,Male,64173.0,Eastern,Hong Kong Island,no,0.0,Gymnastics,177,67.25848414243711,2443.3602979492744
21,Chinese,Female,22600.0,North,New Territories,no,0.0,Badminton,160,76.15448666663642,
25,Chinese,Male,45270.0,Kwun Tong,Kowloon,no,0.0,Tennis,199,72.62381927181276,
46,Chinese,Male,50769.0,North,New Territories,no,0.0,Tennis,143,65.24304965527836,
29,Chinese,Female,29319.0,Kwun Tong,Kowloon,no,0.0,Gymnastics,176,78.08322907426259,
27,Chinese,Female,24471.0,Sai Kung,New Territories,yes,174.75104329347704,Rugby,146,80.3786686303384,
49,Chinese,Male,39819.0,Wan Chai,Hong Kong Island,no,0.0,Dragon Boat,173,76.04388111559014,323.19560697234255
45,Chinese,Male,38849.0,North,New Territories,no,0.0,Badminton,152,67.65064398653388,
37,Other,Female,43338.0,Central and Western,Hong Kong Island,no,0.0,Basketball,196,83.74198745803051,906.3022178937939
49,South Asians,Male,38813.0,Kwun Tong,Kowloon,yes,195.0,Dragon Boat,167,79.03487574120228,
61,Chinese,Female,36339.0,Yuen Long,New Territories,yes,257.6701335586285,Cycling,149,79.01355281173353,
66,Chinese,Male,22816.0,Central and Western,Hong Kong Island,yes,358.6812865361364,Badminton,167,80.31411340488447,821.6813390889939
40,Chinese,Male,41091.0,Southern,Hong Kong Island,no,0.0,Swimming,195,79.4391006702549,1509.5496933717063
28,Chinese,Male,23439.0,Eastern,Hong Kong Island,no,0.0,Football,166,88.09950842051745,2422.6647369030716
28,Chinese,Male,69854.0,Tuen Mun,New Territories,no,0.0,Football,179,94.44776782622226,
20,Chinese,Female,53689.0,Sai Kung,New Territories,no,0.0,Football,189,80.39120382824385,
48,Whites,Male,44145.0,Eastern,Hong Kong Island,yes,528.2136992849271,Football,181,74.30443050862957,2124.9790060606147
30,Chinese,Female,57573.0,Eastern,Hong Kong Island,yes,364.7783861812771,Martial Arts,160,69.35001168678505,2005.2922664467337
24,Chinese,Female,21035.0,Wan Chai,Hong Kong Island,yes,352.03380302902764,Swimming,191,68.6619347212693,1066.7952992204341
52,Chinese,Female,66339.0,Tsuen Wan,New Territories,yes,326.0437099085551,Rugby,147,78.265246689797,
29,South Asians,Male,47473.0,Tai Po,New Territories,yes,135.0,Jogging,188,85.90886611345387,
29,Chinese,Female,37215.0,Yuen Long,New Territories,yes,165.71405955900846,Swimming,158,77.88291489978246,
32,Chinese,Male,45995.0,Southern,Hong Kong Island,yes,300.0,Football,152,78.72548324657478,941.8191734328791
67,South Asians,Female,40441.0,Eastern,Hong Kong Island,no,0.0,Dragon Boat,172,90.02540725226876,3349.189319706161
25,Other,Female,47151.0,Wan Chai,Hong Kong Island,yes,384.9101448991446,Fencing,159,81.86014989480276,531.4705250730179
23,Filipinos,Male,52753.0,Wan Chai,Hong Kong Island,no,0.0,Swimming,160,68.94613549985289,1965.6808178889794
56,Chinese,Male,29881.0,Central and Western,Hong Kong Island,no,0.0,Gymnastics,144,81.52665317486505,714.9422359458324
55,Whites,Male,53547.0,Wong Tai Sin,Kowloon,no,0.0,Martial Arts,165,83.31206879435196,
70,Chinese,Female,50115.0,Sha Tin,New Territories,no,0.0,Martial Arts,193,81.48256935441333,
27,South Asians,Female,33747.0,Central and Western,Hong Kong Island,no,0.0,Basketball,173,67.95345371879526,1164.2075213843937
27,Chinese,Male,22123.0,Islands,New Territories,yes,135.0,Martial Arts,158,65.64766928556557,
38,Chinese,Female,34860.0,Yau Tsim Mong,Kowloon,no,0.0,Gymnastics,191,74.41600849874222,
51,Chinese,Female,70024.0,Yau Tsim Mong,Kowloon,no,0.0,Fencing,198,90.70106120433499,
37,Chinese,Female,56310.0,Wong Tai Sin,Kowloon,yes,195.0,Dragon Boat,167,86.2331883763018,
60,Other,Female,49918.0,Sai Kung,New Territories,yes,180.51756551454469,Fencing,169,75.0273602738001,
68,Chinese,Male,28893.0,Sha Tin,New Territories,no,0.0,Dragon Boat,183,98.37430946474296,
37,Chinese,Male,43511.0,Kwai Tsing,New Territories,yes,209.60831132698956,Tennis,145,68.77821924839276,
59,Chinese,Male,51659.0,North,New Territories,yes,172.78448648181438,Swimming,171,76.3619854429692,
42,Other,Male,22092.0,Islands,New Territories,no,0.0,Gymnastics,140,65.54633124640301,
52,Chinese,Female,31021.0,Tuen Mun,New Territories,yes,200.0611954373276,Fencing,141,70.69996201200831,
49,Chinese,Male,51105.0,Kowloon City,Kowloon,no,0.0,Tennis,182,77.0099510406481,
32,Chinese,Male,42787.0,Wong Tai Sin,Kowloon,no,0.0,Fencing,180,58.47351604418165,
38,Whites,Female,49685.0,Islands,New Territories,yes,539.0193101679511,Fencing,175,79.62318633685163,
51,Whites,Female,40801.0,Tsuen Wan,New Territories,no,0.0,Swimming,158,78.03055735263072,
25,Chinese,Male,22944.0,Islands,New Territories,yes,179.35435353276569,Fencing,151,62.0486710895685,
41,South Asians,Male,48199.0,Islands,New Territories,yes,181.40563102808133,Swimming,155,68.91674794886002,
54,Chinese,Male,51092.0,Yau Tsim Mong,Kowloon,no,0.0,Tennis,149,60.762201017475576,
55,Chinese,Female,21992.0,North,New Territories,no,0.0,Fencing,190,82.39236409932404,
20,Other,Female,51147.0,Tsuen Wan,New Territories,yes,364.14122890406554,Fencing,198,90.44404641476059,
30,Chinese,Male,30709.0,Wan Chai,Hong Kong Island,yes,300.0,Dragon Boat,192,85.71772018588909,268.33956963095557
56,Chinese,Female,45609.0,Sha Tin,New Territories,yes,455.9383616091407,Cycling,161,59.50745938308349,
68,Chinese,Male,42843.0,Central and Western,Hong Kong Island,yes,573.9899140331169,Tennis,190,73.253142756948,2051.9987979367666
57,Chinese,Male,27461.0,Southern,Hong Kong Island,yes,300.0,Gymnastics,183,87.19970453058754,873.8652239862326
38,Chinese,Female,33789.0,Kwai Tsing,New Territories,no,0.0,Jogging,149,82.18324167215519,
47,Chinese,Female,34521.0,Yau Tsim Mong,Kowloon,no,0.0,Basketball,183,86.03581007853592,
70,Other,Female,20150.0,Wong Tai Sin,Kowloon,yes,195.0,Basketball,144,81.50070571187379,
31,South Asians,Male,27041.0,Tai Po,New Territories,yes,170.0067680093203,Fencing,167,72.63849590659164,
21,Other,Female,21226.0,Kwun Tong,Kowloon,no,0.0,Dragon Boat,142,75.41698219024798,
31,Chinese,Female,45357.0,Southern,Hong Kong Island,no,0.0,Dragon Boat,156,67.81087793520237,1338.0706891938062
18,Chinese,Male,27936.0,Tsuen Wan,New Territories,yes,135.0,Cycling,173,77.79574668731158,
20,Whites,Male,42368.0,Tuen Mun,New Territories,yes,135.0,Football,161,65.03401135311418,
27,Filipinos,Male,42958.0,Sha Tin,New Territories,no,0.0,Dragon Boat,163,67.05783964363005,
24,Chinese,Female,41351.0,Kwun Tong,Kowloon,no,0.0,Dragon Boat,169,85.7198574805298,
44,Chinese,Male,69433.0,Tai Po,New Territories,no,0.0,Badminton,185,83.31202794911647,
36,Whites,Female,20809.0,North,New Territories,no,0.0,Martial Arts,194,79.98926987455589,
34,South Asians,Male,40733.0,Tsuen Wan,New Territories,yes,135.0,Jogging,191,66.37986695910973,
40,Chinese,Male,31300.0,Wong Tai Sin,Kowloon,no,0.0,Gymnastics,185,81.87488062592018,
68,Other,Male,67077.0,Kwai Tsing,New Territories,yes,271.16068162127493,Fencing,142,77.45526560234288,
51,South Asians,Female,22143.0,Kwai Tsing,New Territories,yes,164.100245673912,Basketball,154,88.45212094985447,
66,Chinese,Female,69354.0,Yau Tsim Mong,Kowloon,yes,232.47544768968345,Swimming,195,83.68905830745221,
49,Chinese,Female,24283.0,Kwun Tong,Kowloon,no,0.0,Basketball,190,89.33585194963545,
56,Chinese,Male,40906.0,North,New Territories,no,0.0,Gymnastics,173,87.55509521023606,
29,Chinese,Male,30066.0,Yau Tsim Mong,Kowloon,no,0.0,Fencing,187,94.48103460703513,
21,Chinese,Female,45515.0,Kwun Tong,Kowloon,yes,195.0,Swimming,197,88.83656940121134,
42,Chinese,Male,31124.0,Tai Po,New Territories,no,0.0,Gymnastics,193,81.7029671636677,
69,Chinese,Male,35833.0,Yuen Long,New Territories,yes,161.31352937330692,Cycling,176,85.39677799599362,
68,Chinese,Male,49507.0,Wan Chai,Hong Kong Island,yes,399.8278384516703,Basketball,148,85.51468150195338,1437.216193394128
61,Chinese,Female,35502.0,Sham Shui Po,Kowloon,yes,195.0,Dragon Boat,162,84.49852567970512,
40,Chinese,Female,35479.0,Sha Tin,New Territories,yes,135.0,Gymnastics,177,88.39286996296812,
41,South Asians,Male,52222.0,Sha Tin,New Territories,yes,135.0,Cycling,179,93.62909124668417,
21,South Asians,Female,32251.0,Sha Tin,New Territories,no,0.0,Fencing,155,75.16190728978543,
47,Other,Female,45645.0,Wong Tai Sin,Kowloon,yes,195.0,Football,195,81.09124532058897,
25,Chinese,Female,37120.0,Southern,Hong Kong Island,yes,892.1739238088903,Badminton,169,82.38207396541833,5529.092045093643
53,Chinese,Female,24553.0,Tuen Mun,New Territories,no,0.0,Rugby,146,73.13584756854708,
30,Chinese,Female,27565.0,Sha Tin,New Territories,no,0.0,Jogging,165,69.2411639452416,
39,Chinese,Male,35579.0,Central and Western,Hong Kong Island,yes,394.3360962342671,Cycling,147,94.014015081288,807.5790027154538
38,Chinese,Male,24979.0,Central and Western,Hong Kong Island,no,0.0,Jogging,142,78.24128444615364,1883.0063358672905
23,Filipinos,Male,66646.0,Kowloon City,Kowloon,yes,251.52946292328477,Football,182,85.97450322983323,
55,Chinese,Male,44258.0,Southern,Hong Kong Island,no,0.0,Dragon Boat,185,86.33767616417896,1977.372218291589
53,Chinese,Female,38341.0,Eastern,Hong Kong Island,yes,300.0,Rugby,153,84.35974988154811,801.0052337049999
65,Chinese,Male,47149.0,Eastern,Hong Kong Island,no,0.0,Jogging,161,69.32760989854138,1069.9740212328124
33,Whites,Female,39301.0,Islands,New Territories,no,0.0,Gymnastics,174,69.6825117192777,
43,Filipinos,Female,41771.0,Sai Kung,New Territories,yes,262.70392268961035,Jogging,157,68.37031384220339,
44,Chinese,Female,51135.0,Tuen Mun,New Territories,yes,135.0,Tennis,170,84.13890545096939,
30,Chinese,Male,49810.0,Kowloon City,Kowloon,no,0.0,Gymnastics,186,69.75493716935743,
43,Chinese,Male,45229.0,Eastern,Hong Kong Island,yes,507.5334772363909,Football,175,74.46475287528622,1984.6480662058216
27,Chinese,Male,30903.0,Eastern,Hong Kong Island,yes,400.9486412266617,Gymnastics,157,71.93635541100107,1227.4682287523644
42,Chinese,Male,21210.0,Tsuen Wan,New Territories,yes,177.69022900023475,Jogging,154,74.76244412079069,
60,Whites,Female,33024.0,Tuen Mun,New Territories,yes,135.0,Jogging,186,79.18846077515445,
58,South Asians,Male,25140.0,Yuen Long,New Territories,no,0.0,Cycling,152,87.50208190895032,
18,Chinese,Female,47057.0,Wong Tai Sin,Kowloon,yes,309.40803325556436,Rugby,161,69.86632600221856,
51,Chinese,Male,31338.0,Kwai Tsing,New Territories,no,0.0,Swimming,144,65.0916067602288,
40,Chinese,Male,79964.0,Tuen Mun,New Territories,yes,231.61979112179824,Rugby,162,78.0053068520987,
28,Chinese,Male,29476.0,Yau Tsim Mong,Kowloon,no,0.0,Tennis,189,88.84473514070817,
24,Chinese,Male,72886.0,Kowloon City,Kowloon,yes,195.0,Fencing,177,80.66580162285987,
28,South Asians,Female,22069.0,Kwai Tsing,New Territories,no,0.0,Martial Arts,182,84.28779056752822,
63,Chinese,Female,34574.0,Islands,New Territories,yes,135.0,Cycling,141,71.39770340534454,
59,Chinese,Male,25357.0,Sham Shui Po,Kowloon,no,0.0,Gymnastics,174,86.06922155478341,
58,Chinese,Female,25553.0,Southern,Hong Kong Island,yes,387.88756350821933,Swimming,181,81.02392230022198,1516.4377608068583
29,South Asians,Male,34841.0,Wan Chai,Hong Kong Island,yes,357.6837109957091,Football,180,73.7566459906125,541.722290673313
64,Chinese,Male,32030.0,Tai Po,New Territories,yes,135.0,Dragon Boat,187,91.30411555148507,
69,Chinese,Female,22908.0,Central and Western,Hong Kong Island,no,0.0,Rugby,145,72.72057306284108,764.2648140147711
52,Chinese,Male,46970.0,Sha Tin,New Territories,no,0.0,Fencing,170,79.81381851257464,
46,Chinese,Male,21418.0,Wong Tai Sin,Kowloon,yes,355.57055991482065,Swimming,166,72.75443159516267,
18,Chinese,Male,20645.0,Sha Tin,New Territories,yes,135.0,Fencing,182,84.55769580643172,
52,Chinese,Female,45247.0,Tuen Mun,New Territories,no,0.0,Badminton,171,77.8538756546508,
67,South Asians,Female,42038.0,Wan Chai,Hong Kong Island,no,0.0,Tennis,161,79.04177000673342,2156.0284877128847
54,South Asians,Male,21277.0,Eastern,Hong Kong Island,yes,379.17397183131465,Badminton,196,96.69001020380222,1038.649922786765
70,South Asians,Male,47250.0,North,New Territories,no,0.0,Tennis,167,64.55138917332656,
39,Chinese,Female,72924.0,Islands,New Territories,no,0.0,Gymnastics,188,82.61333079953198,
55,Chinese,Male,42503.0,Islands,New Territories,no,0.0,Gymnastics,187,76.43671809859374,
34,Chinese,Male,78388.0,Kowloon City,Kowloon,yes,513.8699233638577,Fencing,184,83.04548205566104,
48,Chinese,Male,52209.0,Sha Tin,New Territories,no,0.0,Fencing,198,77.12041730025618,
38,Chinese,Male,76131.0,Kowloon City,Kowloon,no,0.0,Football,162,68.08698505240514,
47,Chinese,Female,45054.0,Wan Chai,Hong Kong Island,no,0.0,Tennis,157,70.66007706497896,610.9770341946909
